Subject,Condition,Item,Word,wd,RT,region_g,ambiguity_g,gender_g,ambiguity,gender
49,gp2,5,6,tried,721,Disambiguating region,Ambiguous,Gender mismatch,1,1
49,gp2,5,7,to,551,Post-disambiguating region,Ambiguous,Gender mismatch,1,1
49,gp2,5,8,enjoy,631,Pre-reflexive region,Ambiguous,Gender mismatch,1,1
49,gp2,5,9,herself,700,Reflexive region,Ambiguous,Gender mismatch,1,1
49,gp2,5,10,during,446,Post-reflexive region,Ambiguous,Gender mismatch,1,1
49,gp2,5,11,the,899,others,Ambiguous,Gender mismatch,1,1
49,gp2,5,12,contest.,818,others,Ambiguous,Gender mismatch,1,1
49,gp3,6,0,After,672,others,Unambiguous,Gender match,-1,-1
49,gp3,6,1,the,903,others,Unambiguous,Gender match,-1,-1
49,gp3,6,2,guest,957,others,Unambiguous,Gender match,-1,-1
49,gp3,6,3,visited%2C,703,others,Unambiguous,Gender match,-1,-1
49,gp3,6,4,Sarah's,680,others,Unambiguous,Gender match,-1,-1
49,gp3,6,5,sister,771,Pre-disambiguating region,Unambiguous,Gender match,-1,-1
49,gp3,6,6,started,1134,Disambiguating region,Unambiguous,Gender match,-1,-1
49,gp3,6,7,to,699,Post-disambiguating region,Unambiguous,Gender match,-1,-1
49,gp3,6,8,enjoy,1063,Pre-reflexive region,Unambiguous,Gender match,-1,-1
49,gp3,6,9,herself,644,Reflexive region,Unambiguous,Gender match,-1,-1
49,gp3,6,10,at,585,Post-reflexive region,Unambiguous,Gender match,-1,-1
49,gp3,6,11,the,897,others,Unambiguous,Gender match,-1,-1
49,gp3,6,12,party.,974,others,Unambiguous,Gender match,-1,-1
49,gp4,7,0,After,566,others,Unambiguous,Gender mismatch,-1,1
49,gp4,7,1,the,551,others,Unambiguous,Gender mismatch,-1,1
49,gp4,7,2,friend,780,others,Unambiguous,Gender mismatch,-1,1
49,gp4,7,3,called%2C,668,others,Unambiguous,Gender mismatch,-1,1
49,gp4,7,4,Mary's,704,others,Unambiguous,Gender mismatch,-1,1
49,gp4,7,5,father,601,Pre-disambiguating region,Unambiguous,Gender mismatch,-1,1
49,gp4,7,6,attempted,1227,Disambiguating region,Unambiguous,Gender mismatch,-1,1
49,gp4,7,7,to,555,Post-disambiguating region,Unambiguous,Gender mismatch,-1,1
49,gp4,7,8,calm,753,Pre-reflexive region,Unambiguous,Gender mismatch,-1,1
49,gp4,7,9,herself,603,Reflexive region,Unambiguous,Gender mismatch,-1,1
49,gp4,7,10,down,646,Post-reflexive region,Unambiguous,Gender mismatch,-1,1
49,gp4,7,11,very,702,others,Unambiguous,Gender mismatch,-1,1
49,gp4,7,12,quickly.,462,others,Unambiguous,Gender mismatch,-1,1
49,gp1,8,0,After,470,others,Ambiguous,Gender match,1,-1
49,gp1,8,1,the,640,others,Ambiguous,Gender match,1,-1
49,gp1,8,2,manager,1041,others,Ambiguous,Gender match,1,-1
49,gp1,8,3,called,535,others,Ambiguous,Gender match,1,-1
49,gp1,8,4,Lisa's,699,others,Ambiguous,Gender match,1,-1
49,gp1,8,5,mother,539,Pre-disambiguating region,Ambiguous,Gender match,1,-1
49,gp1,8,6,started,663,Disambiguating region,Ambiguous,Gender match,1,-1
49,gp1,8,7,to,626,Post-disambiguating region,Ambiguous,Gender match,1,-1
49,gp1,8,8,focus,NA,Pre-reflexive region,Ambiguous,Gender match,1,-1
49,gp1,8,9,herself,NA,Reflexive region,Ambiguous,Gender match,1,-1
49,gp1,8,10,on,NA,Post-reflexive region,Ambiguous,Gender match,1,-1
49,gp1,8,11,the,NA,others,Ambiguous,Gender match,1,-1
49,gp1,8,12,problem.,NA,others,Ambiguous,Gender match,1,-1
49,gp2,9,0,After,711,others,Ambiguous,Gender mismatch,1,1
49,gp2,9,1,the,468,others,Ambiguous,Gender mismatch,1,1
49,gp2,9,2,instructor,1008,others,Ambiguous,Gender mismatch,1,1
49,gp2,9,3,trained,762,others,Ambiguous,Gender mismatch,1,1
49,gp2,9,4,David's,665,others,Ambiguous,Gender mismatch,1,1
49,gp2,9,5,niece,619,Pre-disambiguating region,Ambiguous,Gender mismatch,1,1
49,gp2,9,6,decided,1380,Disambiguating region,Ambiguous,Gender mismatch,1,1
49,gp2,9,7,to,561,Post-disambiguating region,Ambiguous,Gender mismatch,1,1
49,gp2,9,8,allow,652,Pre-reflexive region,Ambiguous,Gender mismatch,1,1
49,gp2,9,9,himself,677,Reflexive region,Ambiguous,Gender mismatch,1,1
49,gp2,9,10,time,707,Post-reflexive region,Ambiguous,Gender mismatch,1,1
49,gp2,9,11,to,572,others,Ambiguous,Gender mismatch,1,1
49,gp2,9,12,rest.,500,others,Ambiguous,Gender mismatch,1,1
49,gp3,10,0,While,585,others,Unambiguous,Gender match,-1,-1
49,gp3,10,1,the,738,others,Unambiguous,Gender match,-1,-1
49,gp3,10,2,painter,1868,others,Unambiguous,Gender match,-1,-1
49,gp3,10,3,sketched%2C,1246,others,Unambiguous,Gender match,-1,-1
49,gp3,10,4,Kevin's,565,others,Unambiguous,Gender match,-1,-1
49,gp3,10,5,father,789,Pre-disambiguating region,Unambiguous,Gender match,-1,-1
49,gp3,10,6,hoped,1902,Disambiguating region,Unambiguous,Gender match,-1,-1
49,gp3,10,7,to,527,Post-disambiguating region,Unambiguous,Gender match,-1,-1
49,gp3,10,8,give,877,Pre-reflexive region,Unambiguous,Gender match,-1,-1
49,gp3,10,9,himself,725,Reflexive region,Unambiguous,Gender match,-1,-1
49,gp3,10,10,time,949,Post-reflexive region,Unambiguous,Gender match,-1,-1
49,gp3,10,11,to,511,others,Unambiguous,Gender match,-1,-1
49,gp3,10,12,relax.,667,others,Unambiguous,Gender match,-1,-1
49,gp4,11,0,After,387,others,Unambiguous,Gender mismatch,-1,1
49,gp4,11,1,the,804,others,Unambiguous,Gender mismatch,-1,1
49,gp4,11,2,teacher,603,others,Unambiguous,Gender mismatch,-1,1
49,gp4,11,3,called%2C,530,others,Unambiguous,Gender mismatch,-1,1
49,gp4,11,4,Paul's,643,others,Unambiguous,Gender mismatch,-1,1
49,gp4,11,5,mother,NA,Pre-disambiguating region,Unambiguous,Gender mismatch,-1,1
49,gp4,11,6,started,NA,Disambiguating region,Unambiguous,Gender mismatch,-1,1
49,gp4,11,7,to,NA,Post-disambiguating region,Unambiguous,Gender mismatch,-1,1
49,gp4,11,8,prepare,NA,Pre-reflexive region,Unambiguous,Gender mismatch,-1,1
49,gp4,11,9,himself,NA,Reflexive region,Unambiguous,Gender mismatch,-1,1
49,gp4,11,10,for,NA,Post-reflexive region,Unambiguous,Gender mismatch,-1,1
49,gp4,11,11,the,NA,others,Unambiguous,Gender mismatch,-1,1
49,gp4,11,12,meeting.,NA,others,Unambiguous,Gender mismatch,-1,1
49,gp1,12,0,As,786,others,Ambiguous,Gender match,1,-1
49,gp1,12,1,the,492,others,Ambiguous,Gender match,1,-1
49,gp1,12,2,child,562,others,Ambiguous,Gender match,1,-1
49,gp1,12,3,watched,663,others,Ambiguous,Gender match,1,-1
49,gp1,12,4,George's,810,others,Ambiguous,Gender match,1,-1
49,gp1,12,5,uncle,717,Pre-disambiguating region,Ambiguous,Gender match,1,-1
49,gp1,12,6,tried,609,Disambiguating region,Ambiguous,Gender match,1,-1
49,gp1,12,7,to,665,Post-disambiguating region,Ambiguous,Gender match,1,-1
49,gp1,12,8,entertain,676,Pre-reflexive region,Ambiguous,Gender match,1,-1
49,gp1,12,9,himself,665,Reflexive region,Ambiguous,Gender match,1,-1
49,gp1,12,10,while,1551,Post-reflexive region,Ambiguous,Gender match,1,-1
49,gp1,12,11,keeping,717,others,Ambiguous,Gender match,1,-1
49,gp1,12,12,quiet.,796,others,Ambiguous,Gender match,1,-1
49,gp2,13,0,While,753,others,Ambiguous,Gender mismatch,1,1
49,gp2,13,1,the,478,others,Ambiguous,Gender mismatch,1,1
49,gp2,13,2,assistant,42081,others,Ambiguous,Gender mismatch,1,1
49,gp2,13,3,helped,1810,others,Ambiguous,Gender mismatch,1,1
49,gp2,13,4,Sarah's,758,others,Ambiguous,Gender mismatch,1,1
49,gp2,13,5,dad,766,Pre-disambiguating region,Ambiguous,Gender mismatch,1,1
49,gp2,13,6,started,872,Disambiguating region,Ambiguous,Gender mismatch,1,1
49,gp2,13,7,to,724,Post-disambiguating region,Ambiguous,Gender mismatch,1,1
49,gp2,13,8,prepare,706,Pre-reflexive region,Ambiguous,Gender mismatch,1,1
49,gp2,13,9,herself,666,Reflexive region,Ambiguous,Gender mismatch,1,1
49,gp2,13,10,for,575,Post-reflexive region,Ambiguous,Gender mismatch,1,1
49,gp2,13,11,the,589,others,Ambiguous,Gender mismatch,1,1
49,gp2,13,12,dinner.,837,others,Ambiguous,Gender mismatch,1,1
49,gp3,14,0,After,2280,others,Unambiguous,Gender match,-1,-1
49,gp3,14,1,the,705,others,Unambiguous,Gender match,-1,-1
49,gp3,14,2,guest,1019,others,Unambiguous,Gender match,-1,-1
49,gp3,14,3,visited%2C,780,others,Unambiguous,Gender match,-1,-1
49,gp3,14,4,Jessica's,1388,others,Unambiguous,Gender match,-1,-1
49,gp3,14,5,aunt,1073,Pre-disambiguating region,Unambiguous,Gender match,-1,-1
49,gp3,14,6,decided,1612,Disambiguating region,Unambiguous,Gender match,-1,-1
49,gp3,14,7,to,939,Post-disambiguating region,Unambiguous,Gender match,-1,-1
49,gp3,14,8,prepare,856,Pre-reflexive region,Unambiguous,Gender match,-1,-1
49,gp3,14,9,herself,964,Reflexive region,Unambiguous,Gender match,-1,-1
49,gp3,14,10,a,651,Post-reflexive region,Unambiguous,Gender match,-1,-1
49,gp3,14,11,large,913,others,Unambiguous,Gender match,-1,-1
49,gp3,14,12,cocktail.,1175,others,Unambiguous,Gender match,-1,-1
49,gp4,15,0,While,809,others,Unambiguous,Gender mismatch,-1,1
49,gp4,15,1,the,614,others,Unambiguous,Gender mismatch,-1,1
49,gp4,15,2,artist,583,others,Unambiguous,Gender mismatch,-1,1
49,gp4,15,3,sketched%2C,746,others,Unambiguous,Gender mismatch,-1,1
49,gp4,15,4,Emily's,745,others,Unambiguous,Gender mismatch,-1,1
49,gp4,15,5,son,495,Pre-disambiguating region,Unambiguous,Gender mismatch,-1,1
49,gp4,15,6,started,892,Disambiguating region,Unambiguous,Gender mismatch,-1,1
49,gp4,15,7,to,582,Post-disambiguating region,Unambiguous,Gender mismatch,-1,1
49,gp4,15,8,enjoy,642,Pre-reflexive region,Unambiguous,Gender mismatch,-1,1
49,gp4,15,9,herself,622,Reflexive region,Unambiguous,Gender mismatch,-1,1
49,gp4,15,10,at,564,Post-reflexive region,Unambiguous,Gender mismatch,-1,1
49,gp4,15,11,the,831,others,Unambiguous,Gender mismatch,-1,1
49,gp4,15,12,event.,561,others,Unambiguous,Gender mismatch,-1,1
49,gp1,16,0,After,683,others,Ambiguous,Gender match,1,-1
49,gp1,16,1,the,635,others,Ambiguous,Gender match,1,-1
49,gp1,16,2,manager,979,others,Ambiguous,Gender match,1,-1
49,gp1,16,3,called,674,others,Ambiguous,Gender match,1,-1
49,gp1,16,4,Alice's,838,others,Ambiguous,Gender match,1,-1
49,gp1,16,5,daughter,931,Pre-disambiguating region,Ambiguous,Gender match,1,-1
49,gp1,16,6,started,2667,Disambiguating region,Ambiguous,Gender match,1,-1
49,gp1,16,7,to,641,Post-disambiguating region,Ambiguous,Gender match,1,-1
49,gp1,16,8,prepare,839,Pre-reflexive region,Ambiguous,Gender match,1,-1
49,gp1,16,9,herself,959,Reflexive region,Ambiguous,Gender match,1,-1
49,gp1,16,10,for,556,Post-reflexive region,Ambiguous,Gender match,1,-1
49,gp1,16,11,the,824,others,Ambiguous,Gender match,1,-1
49,gp1,16,12,ceremony.,739,others,Ambiguous,Gender match,1,-1
49,gp2,17,0,While,3205,others,Ambiguous,Gender mismatch,1,1
49,gp2,17,1,the,653,others,Ambiguous,Gender mismatch,1,1
49,gp2,17,2,assistant,765,others,Ambiguous,Gender mismatch,1,1
49,gp2,17,3,watched,769,others,Ambiguous,Gender mismatch,1,1
49,gp2,17,4,Mark's,756,others,Ambiguous,Gender mismatch,1,1
49,gp2,17,5,niece,683,Pre-disambiguating region,Ambiguous,Gender mismatch,1,1
49,gp2,17,6,tried,2314,Disambiguating region,Ambiguous,Gender mismatch,1,1
49,gp2,17,7,to,592,Post-disambiguating region,Ambiguous,Gender mismatch,1,1
49,gp2,17,8,entertain,814,Pre-reflexive region,Ambiguous,Gender mismatch,1,1
49,gp2,17,9,himself,868,Reflexive region,Ambiguous,Gender mismatch,1,1
49,gp2,17,10,for,477,Post-reflexive region,Ambiguous,Gender mismatch,1,1
49,gp2,17,11,a,714,others,Ambiguous,Gender mismatch,1,1
49,gp2,17,12,few,722,others,Ambiguous,Gender mismatch,1,1
49,gp2,17,13,minutes.,673,others,Ambiguous,Gender mismatch,1,1
49,gp3,18,0,When,840,others,Unambiguous,Gender match,-1,-1
49,gp3,18,1,the,844,others,Unambiguous,Gender match,-1,-1
49,gp3,18,2,staff,799,others,Unambiguous,Gender match,-1,-1
49,gp3,18,3,woke,841,others,Unambiguous,Gender match,-1,-1
49,gp3,18,4,up%2C,644,others,Unambiguous,Gender match,-1,-1
49,gp3,18,5,John's,787,others,Unambiguous,Gender match,-1,-1
49,gp3,18,6,brother,803,Pre-disambiguating region,Unambiguous,Gender match,-1,-1
49,gp3,18,7,decided,955,Disambiguating region,Unambiguous,Gender match,-1,-1
49,gp3,18,8,to,1111,Post-disambiguating region,Unambiguous,Gender match,-1,-1
49,gp3,18,9,prepare,984,Pre-reflexive region,Unambiguous,Gender match,-1,-1
49,gp3,18,10,himself,662,Reflexive region,Unambiguous,Gender match,-1,-1
49,gp3,18,11,a,578,Post-reflexive region,Unambiguous,Gender match,-1,-1
49,gp3,18,12,strong,624,others,Unambiguous,Gender match,-1,-1
49,gp3,18,13,coffee.,640,others,Unambiguous,Gender match,-1,-1
49,gp4,19,0,While,1561,others,Unambiguous,Gender mismatch,-1,1
49,gp4,19,1,the,1578,others,Unambiguous,Gender mismatch,-1,1
49,gp4,19,2,child,1149,others,Unambiguous,Gender mismatch,-1,1
49,gp4,19,3,asked%2C,818,others,Unambiguous,Gender mismatch,-1,1
49,gp4,19,4,Robert's,1737,others,Unambiguous,Gender mismatch,-1,1
49,gp4,19,5,mum,668,Pre-disambiguating region,Unambiguous,Gender mismatch,-1,1
49,gp4,19,6,started,871,Disambiguating region,Unambiguous,Gender mismatch,-1,1
49,gp4,19,7,to,566,Post-disambiguating region,Unambiguous,Gender mismatch,-1,1
49,gp4,19,8,prepare,856,Pre-reflexive region,Unambiguous,Gender mismatch,-1,1
49,gp4,19,9,himself,1713,Reflexive region,Unambiguous,Gender mismatch,-1,1
49,gp4,19,10,for,775,Post-reflexive region,Unambiguous,Gender mismatch,-1,1
49,gp4,19,11,the,548,others,Unambiguous,Gender mismatch,-1,1
49,gp4,19,12,trip.,716,others,Unambiguous,Gender mismatch,-1,1
49,gp1,20,0,After,465,others,Ambiguous,Gender match,1,-1
49,gp1,20,1,the,928,others,Ambiguous,Gender match,1,-1
49,gp1,20,2,neighbour,NA,others,Ambiguous,Gender match,1,-1
49,gp1,20,3,visited,NA,others,Ambiguous,Gender match,1,-1
49,gp1,20,4,Bob's,NA,others,Ambiguous,Gender match,1,-1
49,gp1,20,5,uncle,NA,Pre-disambiguating region,Ambiguous,Gender match,1,-1
49,gp1,20,6,started,NA,Disambiguating region,Ambiguous,Gender match,1,-1
49,gp1,20,7,to,NA,Post-disambiguating region,Ambiguous,Gender match,1,-1
49,gp1,20,8,introduce,NA,Pre-reflexive region,Ambiguous,Gender match,1,-1
49,gp1,20,9,himself,NA,Reflexive region,Ambiguous,Gender match,1,-1
49,gp1,20,10,to,NA,Post-reflexive region,Ambiguous,Gender match,1,-1
49,gp1,20,11,the,NA,others,Ambiguous,Gender match,1,-1
49,gp1,20,12,guests.,NA,others,Ambiguous,Gender match,1,-1
49,gp2,21,0,While,368,others,Ambiguous,Gender mismatch,1,1
49,gp2,21,1,the,NA,others,Ambiguous,Gender mismatch,1,1
49,gp2,21,2,child,NA,others,Ambiguous,Gender mismatch,1,1
49,gp2,21,3,sketched,NA,others,Ambiguous,Gender mismatch,1,1
49,gp2,21,4,Rose's,NA,others,Ambiguous,Gender mismatch,1,1
49,gp2,21,5,dad,NA,Pre-disambiguating region,Ambiguous,Gender mismatch,1,1
49,gp2,21,6,decided,NA,Disambiguating region,Ambiguous,Gender mismatch,1,1
49,gp2,21,7,to,NA,Post-disambiguating region,Ambiguous,Gender mismatch,1,1
49,gp2,21,8,prepare,NA,Pre-reflexive region,Ambiguous,Gender mismatch,1,1
49,gp2,21,9,herself,NA,Reflexive region,Ambiguous,Gender mismatch,1,1
49,gp2,21,10,a,NA,Post-reflexive region,Ambiguous,Gender mismatch,1,1
49,gp2,21,11,small,NA,others,Ambiguous,Gender mismatch,1,1
49,gp2,21,12,snack.,NA,others,Ambiguous,Gender mismatch,1,1
49,gp3,22,0,As,611,others,Unambiguous,Gender match,-1,-1
49,gp3,22,1,the,534,others,Unambiguous,Gender match,-1,-1
49,gp3,22,2,adult,842,others,Unambiguous,Gender match,-1,-1
49,gp3,22,3,washed%2C,620,others,Unambiguous,Gender match,-1,-1
49,gp3,22,4,Elena's,679,others,Unambiguous,Gender match,-1,-1
49,gp3,22,5,niece,1522,Pre-disambiguating region,Unambiguous,Gender match,-1,-1
49,gp3,22,6,wanted,1416,Disambiguating region,Unambiguous,Gender match,-1,-1
49,gp3,22,7,to,491,Post-disambiguating region,Unambiguous,Gender match,-1,-1
49,gp3,22,8,warm,1280,Pre-reflexive region,Unambiguous,Gender match,-1,-1
49,gp3,22,9,herself,767,Reflexive region,Unambiguous,Gender match,-1,-1
49,gp3,22,10,with,NA,Post-reflexive region,Unambiguous,Gender match,-1,-1
49,gp3,22,11,a,NA,others,Unambiguous,Gender match,-1,-1
49,gp3,22,12,hot,NA,others,Unambiguous,Gender match,-1,-1
49,gp3,22,13,drink.,NA,others,Unambiguous,Gender match,-1,-1
49,gp4,23,0,Before,777,others,Unambiguous,Gender mismatch,-1,1
49,gp4,23,1,the,772,others,Unambiguous,Gender mismatch,-1,1
49,gp4,23,2,staff,1139,others,Unambiguous,Gender mismatch,-1,1
49,gp4,23,3,called%2C,2040,others,Unambiguous,Gender mismatch,-1,1
49,gp4,23,4,Diana's,922,others,Unambiguous,Gender mismatch,-1,1
49,gp4,23,5,uncle,868,Pre-disambiguating region,Unambiguous,Gender mismatch,-1,1
49,gp4,23,6,started,2428,Disambiguating region,Unambiguous,Gender mismatch,-1,1
49,gp4,23,7,to,619,Post-disambiguating region,Unambiguous,Gender mismatch,-1,1
49,gp4,23,8,prepare,1212,Pre-reflexive region,Unambiguous,Gender mismatch,-1,1
49,gp4,23,9,herself,811,Reflexive region,Unambiguous,Gender mismatch,-1,1
49,gp4,23,10,for,887,Post-reflexive region,Unambiguous,Gender mismatch,-1,1
49,gp4,23,11,some,722,others,Unambiguous,Gender mismatch,-1,1
49,gp4,23,12,work.,550,others,Unambiguous,Gender mismatch,-1,1
49,gp1,24,0,After,1045,others,Ambiguous,Gender match,1,-1
49,gp1,24,1,the,599,others,Ambiguous,Gender match,1,-1
49,gp1,24,2,child,967,others,Ambiguous,Gender match,1,-1
49,gp1,24,3,watched,728,others,Ambiguous,Gender match,1,-1
49,gp1,24,4,Anna's,674,others,Ambiguous,Gender match,1,-1
49,gp1,24,5,niece,806,Pre-disambiguating region,Ambiguous,Gender match,1,-1
49,gp1,24,6,began,1012,Disambiguating region,Ambiguous,Gender match,1,-1
49,gp1,24,7,to,603,Post-disambiguating region,Ambiguous,Gender match,1,-1
49,gp1,24,8,prepare,732,Pre-reflexive region,Ambiguous,Gender match,1,-1
49,gp1,24,9,herself,722,Reflexive region,Ambiguous,Gender match,1,-1
49,gp1,24,10,for,510,Post-reflexive region,Ambiguous,Gender match,1,-1
49,gp1,24,11,a,587,others,Ambiguous,Gender match,1,-1
49,gp1,24,12,race.,733,others,Ambiguous,Gender match,1,-1
50,gp3,1,0,After,557,others,Unambiguous,Gender match,-1,-1
50,gp3,1,1,the,956,others,Unambiguous,Gender match,-1,-1
50,gp3,1,2,neighbour,517,others,Unambiguous,Gender match,-1,-1
50,gp3,1,3,visited%2C,657,others,Unambiguous,Gender match,-1,-1
50,gp3,1,4,Ken's,600,others,Unambiguous,Gender match,-1,-1
50,gp3,1,5,dad,NA,Pre-disambiguating region,Unambiguous,Gender match,-1,-1
50,gp3,1,6,decided,NA,Disambiguating region,Unambiguous,Gender match,-1,-1
50,gp3,1,7,to,NA,Post-disambiguating region,Unambiguous,Gender match,-1,-1
50,gp3,1,8,prepare,NA,Pre-reflexive region,Unambiguous,Gender match,-1,-1
50,gp3,1,9,himself,NA,Reflexive region,Unambiguous,Gender match,-1,-1
50,gp3,1,10,a,NA,Post-reflexive region,Unambiguous,Gender match,-1,-1
50,gp3,1,11,cold,NA,others,Unambiguous,Gender match,-1,-1
50,gp3,1,12,drink.,NA,others,Unambiguous,Gender match,-1,-1
50,gp4,2,0,While,593,others,Unambiguous,Gender mismatch,-1,1
50,gp4,2,1,the,600,others,Unambiguous,Gender mismatch,-1,1
50,gp4,2,2,student,574,others,Unambiguous,Gender mismatch,-1,1
50,gp4,2,3,watched%2C,486,others,Unambiguous,Gender mismatch,-1,1
50,gp4,2,4,Tom's,547,others,Unambiguous,Gender mismatch,-1,1
50,gp4,2,5,sister,461,Pre-disambiguating region,Unambiguous,Gender mismatch,-1,1
50,gp4,2,6,started,501,Disambiguating region,Unambiguous,Gender mismatch,-1,1
50,gp4,2,7,to,499,Post-disambiguating region,Unambiguous,Gender mismatch,-1,1
50,gp4,2,8,prepare,602,Pre-reflexive region,Unambiguous,Gender mismatch,-1,1
50,gp4,2,9,himself,529,Reflexive region,Unambiguous,Gender mismatch,-1,1
50,gp4,2,10,for,703,Post-reflexive region,Unambiguous,Gender mismatch,-1,1
50,gp4,2,11,the,606,others,Unambiguous,Gender mismatch,-1,1
50,gp4,2,12,big,627,others,Unambiguous,Gender mismatch,-1,1
50,gp4,2,13,race.,625,others,Unambiguous,Gender mismatch,-1,1
50,gp1,3,0,While,494,others,Ambiguous,Gender match,1,-1
50,gp1,3,1,the,643,others,Ambiguous,Gender match,1,-1
50,gp1,3,2,parent,609,others,Ambiguous,Gender match,1,-1
50,gp1,3,3,helped,476,others,Ambiguous,Gender match,1,-1
50,gp1,3,4,Roger's,704,others,Ambiguous,Gender match,1,-1
50,gp1,3,5,son,569,Pre-disambiguating region,Ambiguous,Gender match,1,-1
50,gp1,3,6,hoped,794,Disambiguating region,Ambiguous,Gender match,1,-1
50,gp1,3,7,to,555,Post-disambiguating region,Ambiguous,Gender match,1,-1
50,gp1,3,8,allow,631,Pre-reflexive region,Ambiguous,Gender match,1,-1
50,gp1,3,9,himself,540,Reflexive region,Ambiguous,Gender match,1,-1
50,gp1,3,10,some,656,Post-reflexive region,Ambiguous,Gender match,1,-1
50,gp1,3,11,time,586,others,Ambiguous,Gender match,1,-1
50,gp1,3,12,to,505,others,Ambiguous,Gender match,1,-1
50,gp1,3,13,relax.,668,others,Ambiguous,Gender match,1,-1
50,gp2,4,0,Before,489,others,Ambiguous,Gender mismatch,1,1
50,gp2,4,1,the,572,others,Ambiguous,Gender mismatch,1,1
50,gp2,4,2,student,545,others,Ambiguous,Gender mismatch,1,1
50,gp2,4,3,called,526,others,Ambiguous,Gender mismatch,1,1
50,gp2,4,4,Ben's,745,others,Ambiguous,Gender mismatch,1,1
50,gp2,4,5,daughter,555,Pre-disambiguating region,Ambiguous,Gender mismatch,1,1
50,gp2,4,6,started,637,Disambiguating region,Ambiguous,Gender mismatch,1,1
50,gp2,4,7,to,607,Post-disambiguating region,Ambiguous,Gender mismatch,1,1
50,gp2,4,8,dress,528,Pre-reflexive region,Ambiguous,Gender mismatch,1,1
50,gp2,4,9,himself,563,Reflexive region,Ambiguous,Gender mismatch,1,1
50,gp2,4,10,in,702,Post-reflexive region,Ambiguous,Gender mismatch,1,1
50,gp2,4,11,the,739,others,Ambiguous,Gender mismatch,1,1
50,gp2,4,12,locker,585,others,Ambiguous,Gender mismatch,1,1
50,gp2,4,13,room.,775,others,Ambiguous,Gender mismatch,1,1
50,gp3,5,0,While,521,others,Unambiguous,Gender match,-1,-1
50,gp3,5,1,the,520,others,Unambiguous,Gender match,-1,-1
50,gp3,5,2,student,562,others,Unambiguous,Gender match,-1,-1
50,gp3,5,3,sketched%2C,763,others,Unambiguous,Gender match,-1,-1
50,gp3,5,4,Julia's,604,others,Unambiguous,Gender match,-1,-1
50,gp3,5,5,sister,579,Pre-disambiguating region,Unambiguous,Gender match,-1,-1
50,gp3,5,6,tried,692,Disambiguating region,Unambiguous,Gender match,-1,-1
50,gp3,5,7,to,573,Post-disambiguating region,Unambiguous,Gender match,-1,-1
50,gp3,5,8,enjoy,568,Pre-reflexive region,Unambiguous,Gender match,-1,-1
50,gp3,5,9,herself,495,Reflexive region,Unambiguous,Gender match,-1,-1
50,gp3,5,10,during,889,Post-reflexive region,Unambiguous,Gender match,-1,-1
50,gp3,5,11,the,450,others,Unambiguous,Gender match,-1,-1
50,gp3,5,12,contest.,650,others,Unambiguous,Gender match,-1,-1
50,gp4,6,0,After,579,others,Unambiguous,Gender mismatch,-1,1
50,gp4,6,1,the,666,others,Unambiguous,Gender mismatch,-1,1
50,gp4,6,2,guest,639,others,Unambiguous,Gender mismatch,-1,1
50,gp4,6,3,visited%2C,612,others,Unambiguous,Gender mismatch,-1,1
50,gp4,6,4,Sarah's,619,others,Unambiguous,Gender mismatch,-1,1
50,gp4,6,5,brother,600,Pre-disambiguating region,Unambiguous,Gender mismatch,-1,1
50,gp4,6,6,started,587,Disambiguating region,Unambiguous,Gender mismatch,-1,1
50,gp4,6,7,to,929,Post-disambiguating region,Unambiguous,Gender mismatch,-1,1
50,gp4,6,8,enjoy,677,Pre-reflexive region,Unambiguous,Gender mismatch,-1,1
50,gp4,6,9,herself,1084,Reflexive region,Unambiguous,Gender mismatch,-1,1
50,gp4,6,10,at,790,Post-reflexive region,Unambiguous,Gender mismatch,-1,1
50,gp4,6,11,the,665,others,Unambiguous,Gender mismatch,-1,1
50,gp4,6,12,party.,619,others,Unambiguous,Gender mismatch,-1,1
50,gp1,7,0,After,587,others,Ambiguous,Gender match,1,-1
50,gp1,7,1,the,558,others,Ambiguous,Gender match,1,-1
50,gp1,7,2,friend,536,others,Ambiguous,Gender match,1,-1
50,gp1,7,3,called,707,others,Ambiguous,Gender match,1,-1
50,gp1,7,4,Mary's,731,others,Ambiguous,Gender match,1,-1
50,gp1,7,5,mother,617,Pre-disambiguating region,Ambiguous,Gender match,1,-1
50,gp1,7,6,attempted,590,Disambiguating region,Ambiguous,Gender match,1,-1
50,gp1,7,7,to,577,Post-disambiguating region,Ambiguous,Gender match,1,-1
50,gp1,7,8,calm,700,Pre-reflexive region,Ambiguous,Gender match,1,-1
50,gp1,7,9,herself,616,Reflexive region,Ambiguous,Gender match,1,-1
50,gp1,7,10,down,619,Post-reflexive region,Ambiguous,Gender match,1,-1
50,gp1,7,11,very,569,others,Ambiguous,Gender match,1,-1
50,gp1,7,12,quickly.,637,others,Ambiguous,Gender match,1,-1
50,gp2,8,0,After,483,others,Ambiguous,Gender mismatch,1,1
50,gp2,8,1,the,467,others,Ambiguous,Gender mismatch,1,1
50,gp2,8,2,manager,522,others,Ambiguous,Gender mismatch,1,1
50,gp2,8,3,called,670,others,Ambiguous,Gender mismatch,1,1
50,gp2,8,4,Lisa's,686,others,Ambiguous,Gender mismatch,1,1
50,gp2,8,5,father,517,Pre-disambiguating region,Ambiguous,Gender mismatch,1,1
